mirID	logFC	unshrunk.logFC	logCPM	PValue
dme-miR-4979-3p_MIMAT0020212 	52.0969685083048	53.4802050650405	-3.37711620899489	1.88065723820608e-37
dme-miR-1009-3p_MIMAT0005022 	31.4805685457611	31.4814361321915	4.20969027059503	3.68719483506753e-42
dme-miR-4985-5p_MIMAT0020221 	38.137173254251	38.1458522156008	0.928828473424689	8.16787154291726e-41
dme-miR-4985-3p_MIMAT0020222 	52.0962820737913	53.4963409454729	-3.37891226942447	1.18705416690599e-36
dme-bantam-3p_MIMAT0000365 	7.50545179790249	7.50545197862582	16.1809178552858	3.35325800612543e-32
dme-bantam-5p_MIMAT0020823 	16.2418765976256	16.2418809455307	11.8120361453468	7.16997461700397e-30
dme-miR-282-5p_MIMAT0000346 	28.9525657310261	28.9529268759008	5.46978743689715	2.13974002788842e-44
dme-miR-282-3p_MIMAT0020809 	38.2872446566206	38.2967151430008	0.908655376551148	1.98295705309348e-38
dme-miR-955-5p_MIMAT0005466 	43.0845908576689	43.1891457297985	-0.351934927461487	4.49270144163327e-33
dme-miR-955-3p_MIMAT0020847 	51.0909643684706	144269527.833406	-3.00488023287433	3.39701748877343e-23
dme-miR-2282-3p_MIMAT0011790 	43.9384474891792	44.0030101933517	-1.61262279409101	2.36201004815654e-32
dme-miR-2501-5p_MIMAT0012216 	42.1542177516396	42.1895128717433	-0.902532092546583	5.45446701615221e-35
dme-miR-2501-3p_MIMAT0012217 	49.4510410403569	49.9287382100041	-3.08152685121044	2.26565667689498e-33
dme-miR-4913-3p_MIMAT0020506 	39.2221918104515	39.2351949811023	0.469519128030608	5.3837461006068e-35
dme-miR-190-5p_MIMAT0005467 	18.3885519116394	18.3885612563808	10.7636688080681	8.63104070215248e-36
dme-miR-190-3p_MIMAT0020848 	37.8740326762563	37.882003422784	1.04803050322819	3.36399032051634e-33
dme-miR-4940-5p_MIMAT0020146 	33.1664849469134	33.16809048654	3.41601318489624	1.50934236465648e-43
dme-miR-4940-3p_MIMAT0020147 	34.2778536562019	34.2801821288409	2.84097389733984	2.5639390365831e-36
dme-miR-4986-5p_MIMAT0020223 	49.3953707993099	49.9319525978288	-3.03545598133356	1.79570448717809e-33
dme-miR-4986-3p_MIMAT0020224 	34.6300709911235	34.6326488527297	2.64224662320861	1.85659056379689e-41
dme-miR-276b-3p_MIMAT0000354 	8.72406869191323	8.72406898813192	15.5893382011457	1.41984895246102e-38
dme-miR-276b-5p_MIMAT0020815 	27.3513143716109	27.3515298783903	6.32531115202998	2.21395722390678e-39
dme-miR-276a-5p_MIMAT0000336 	27.3512306557443	27.3514461543896	6.32534042180386	2.21765614138747e-39
dme-miR-276a-3p_MIMAT0000337 	8.65618974347401	8.65619003186571	15.6223354264247	1.82070967066488e-38
dme-miR-4968-5p_MIMAT0020194 	40.293455943402	40.3117852720752	-0.0800123621362647	8.82809643585494e-40
dme-miR-4968-3p_MIMAT0032118 	54.5349636181504	60.6819519311309	-3.50822461632744	8.69307949560519e-46
dme-miR-3642-5p_MIMAT0018057 	48.8947844694391	49.2892840428084	-2.99167996157334	1.21125180864255e-33
dme-miR-3642-3p_MIMAT0018058 	43.260910549882	43.3134309920646	-1.33016907451773	1.21811928045523e-35
dme-miR-274-5p_MIMAT0000332 	13.8394349091804	13.8394367806336	13.0119423419697	3.89766936496312e-28
dme-miR-274-3p_MIMAT0020800 	40.1166072418172	40.1338811509956	-0.0061065451250787	2.09445118424117e-35
dme-miR-314-3p_MIMAT0000406 	41.3612331172928	41.3894527503389	-0.475886171998424	7.72994755633856e-19
dme-miR-314-5p_MIMAT0020840 	46.2436454069799	46.3912284450914	-2.3879399725459	1.20845159297797e-25
dme-miR-956-3p_MIMAT0005469 	21.9210888454438	21.921121212828	9.02018196365292	2.93182458180422e-14
dme-miR-956-5p_MIMAT0020850 	44.6509514661613	44.7395041857666	-1.82835241098394	3.75471932644229e-22
dme-miR-285-3p_MIMAT0000356 	25.5849059461722	25.5850189749923	7.16006802849168	3.89443597697099e-46
dme-miR-285-5p_MIMAT0020817 	17.7456235207802	17.7456308717776	11.0616976160306	3.34988562937123e-39
dme-miR-289-5p_MIMAT0000364 	54.595530202753	61.6544246098271	-3.51045196728952	5.88793044718835e-46
dme-miR-263b-5p_MIMAT0000362 	26.1661335956055	26.1662718006822	6.86875584957167	3.06022177046421e-26
dme-miR-263b-3p_MIMAT0020822 	46.3133326324996	46.4652281651277	-2.40389549100249	8.37860485056757e-33
dme-miR-4941-5p_MIMAT0020148 	47.9004828247689	48.1649549843597	-2.80134575044947	1.47110046119193e-32
dme-miR-4941-3p_MIMAT0020149 	54.4672564113321	144269533.038163	-3.50543823343416	7.8787187175126e-28
dme-miR-2500-5p_MIMAT0012214 	37.4403189447042	37.447109405974	1.26167937262576	3.89200939569356e-40
dme-miR-2500-3p_MIMAT0012215 	38.7707316763798	38.7815619170089	0.623562263469515	5.89647991276014e-39
dme-miR-219-5p_MIMAT0000335 	29.105406243578	29.1057850055289	5.38615569213343	1.01623368460158e-32
